No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
22009.0,2015,9,4,0,38.0,74.0,2.0,25.0,1100.0,109.0,24.2,1009.8,19.5,0.0,SSE,1.7,Aotizhongxin
22010.0,2015,9,4,1,47.0,74.0,2.0,27.0,1200.0,98.0,23.0,1009.9,20.0,0.0,E,1.8,Aotizhongxin
22011.0,2015,9,4,2,55.0,74.0,2.0,25.0,1300.0,93.0,22.2,1009.6,19.6,0.0,E,1.6,Aotizhongxin
22012.0,2015,9,4,3,60.0,70.0,2.0,22.0,1300.0,89.0,21.4,1009.8,19.3,0.0,ENE,1.3,Aotizhongxin
22013.0,2015,9,4,4,67.0,67.0,2.0,25.0,1200.0,78.0,21.3,1009.6,19.4,0.0,NE,1.2,Aotizhongxin
22014.0,2015,9,4,5,72.0,72.0,2.0,25.0,1300.0,62.0,21.2,1009.6,19.1,0.0,NE,1.0,Aotizhongxin
22015.0,2015,9,4,6,70.0,70.0,2.0,25.0,1200.0,58.0,21.3,1009.7,18.9,0.0,ENE,1.1,Aotizhongxin
22016.0,2015,9,4,7,58.0,58.0,2.0,30.0,1000.0,52.0,21.7,1009.8,18.7,0.0,E,1.1,Aotizhongxin
22017.0,2015,9,4,8,57.0,57.0,3.0,30.0,1200.0,52.0,22.4,1009.8,18.6,0.0,E,1.7,Aotizhongxin
22018.0,2015,9,4,9,59.0,67.0,4.0,33.0,1600.0,50.0,22.8,1009.8,19.2,0.0,E,1.2,Aotizhongxin
22019.0,2015,9,4,10,66.0,71.0,6.0,44.0,2500.0,41.0,23.3,1009.6,19.5,0.0,ESE,1.0,Aotizhongxin
22020.0,2015,9,4,11,71.0,87.0,7.0,44.0,3000.0,53.0,23.4,1008.8,20.0,0.0,E,1.4,Aotizhongxin
22021.0,2015,9,4,12,79.0,90.0,6.0,44.0,3000.0,60.0,23.3,1008.2,19.5,0.0,E,2.7,Aotizhongxin
22022.0,2015,9,4,13,79.0,83.0,7.0,48.0,3800.0,57.0,22.0,1007.6,19.5,0.8,E,2.3,Aotizhongxin
22023.0,2015,9,4,14,66.0,67.0,5.0,48.0,4200.0,50.0,21.2,1007.1,20.2,2.8,ESE,1.7,Aotizhongxin
22024.0,2015,9,4,15,53.0,53.0,2.0,46.0,4000.0,52.0,20.9,1007.2,19.2,0.3,ESE,2.3,Aotizhongxin
22025.0,2015,9,4,16,46.0,46.0,2.0,44.0,2900.0,60.0,20.2,1006.9,19.4,1.6,E,3.5,Aotizhongxin
22026.0,2015,9,4,17,34.0,34.0,2.0,36.0,2400.0,76.0,19.8,1007.6,19.3,13.4,W,2.0,Aotizhongxin
22027.0,2015,9,4,18,19.0,19.0,2.0,25.0,1000.0,109.0,19.6,1007.4,18.9,6.3,ESE,2.0,Aotizhongxin
22028.0,2015,9,4,19,35.0,35.0,2.0,40.0,2000.0,75.0,19.4,1007.2,18.9,0.9,E,1.8,Aotizhongxin
22029.0,2015,9,4,20,41.0,41.0,2.0,33.0,2000.0,74.0,19.4,1007.8,18.7,1.5,ESE,2.6,Aotizhongxin
22030.0,2015,9,4,21,41.0,41.0,2.0,38.0,1800.0,68.0,19.5,1008.0,18.8,1.2,ESE,2.9,Aotizhongxin
22031.0,2015,9,4,22,37.0,37.0,2.0,30.0,1600.0,73.0,19.2,1007.7,18.4,1.8,SE,3.0,Aotizhongxin
22032.0,2015,9,4,23,24.0,24.0,2.0,15.0,1000.0,105.0,18.8,1007.2,18.1,1.6,ESE,2.8,Aotizhongxin
22033.0,2015,9,5,0,17.0,17.0,2.0,18.0,900.0,93.0,18.6,1006.8,18.1,3.2,ESE,2.7,Aotizhongxin
22034.0,2015,9,5,1,14.0,14.0,2.0,16.0,800.0,92.0,18.3,1006.3,17.7,1.6,ESE,2.8,Aotizhongxin
22035.0,2015,9,5,2,19.0,19.0,2.0,13.0,600.0,103.0,18.4,1005.9,17.4,0.5,ESE,2.0,Aotizhongxin
22036.0,2015,9,5,3,23.0,23.0,2.0,12.0,600.0,99.0,17.9,1005.7,16.9,1.0,ESE,2.3,Aotizhongxin
22037.0,2015,9,5,4,28.0,28.0,2.0,11.0,500.0,103.0,17.8,1005.3,17.3,1.4,E,2.2,Aotizhongxin
22038.0,2015,9,5,5,23.0,23.0,2.0,11.0,500.0,97.0,17.8,1005.1,17.2,0.3,E,2.5,Aotizhongxin
22039.0,2015,9,5,6,21.0,21.0,2.0,12.0,600.0,100.0,17.9,1005.4,17.6,4.1,ESE,2.1,Aotizhongxin
22040.0,2015,9,5,7,22.0,22.0,2.0,17.0,800.0,92.0,17.7,1005.8,17.4,3.4,ESE,2.6,Aotizhongxin
22041.0,2015,9,5,8,15.0,15.0,2.0,24.0,700.0,89.0,17.7,1005.9,17.4,2.6,ESE,2.1,Aotizhongxin
22042.0,2015,9,5,9,11.0,11.0,2.0,28.0,700.0,89.0,17.8,1006.2,17.5,2.3,ESE,2.2,Aotizhongxin
22043.0,2015,9,5,10,14.0,14.0,2.0,28.0,900.0,84.0,17.9,1006.6,17.1,0.5,E,2.6,Aotizhongxin
22044.0,2015,9,5,11,26.0,26.0,2.0,29.0,1200.0,79.0,18.1,1006.7,16.9,0.1,ENE,1.5,Aotizhongxin
22045.0,2015,9,5,12,27.0,27.0,2.0,39.0,1000.0,66.0,17.7,1006.8,16.4,0.0,E,2.2,Aotizhongxin
22046.0,2015,9,5,13,22.0,22.0,2.0,28.0,800.0,88.0,17.5,1006.7,14.9,0.0,ESE,2.6,Aotizhongxin
22047.0,2015,9,5,14,18.0,18.0,2.0,22.0,700.0,96.0,18.0,1007.1,14.9,0.0,SSW,0.9,Aotizhongxin
22048.0,2015,9,5,15,19.0,19.0,2.0,26.0,600.0,95.0,17.6,1007.1,14.5,0.1,ESE,2.1,Aotizhongxin
22049.0,2015,9,5,16,20.0,20.0,2.0,33.0,700.0,89.0,18.6,1006.9,15.1,0.0,WNW,1.1,Aotizhongxin
22050.0,2015,9,5,17,16.0,16.0,2.0,34.0,700.0,85.0,17.9,1007.4,15.9,0.0,NW,2.1,Aotizhongxin
22051.0,2015,9,5,18,15.0,15.0,2.0,37.0,700.0,82.0,17.9,1007.6,15.3,0.0,WNW,2.0,Aotizhongxin
22052.0,2015,9,5,19,17.0,17.0,2.0,35.0,700.0,80.0,17.7,1008.0,15.7,0.1,WNW,1.6,Aotizhongxin
22053.0,2015,9,5,20,19.0,23.0,2.0,40.0,700.0,64.0,17.6,1008.7,15.8,0.1,WNW,1.2,Aotizhongxin
22054.0,2015,9,5,21,21.0,25.0,2.0,48.0,700.0,49.0,17.9,1008.8,15.5,0.0,NW,1.4,Aotizhongxin
22055.0,2015,9,5,22,25.0,25.0,2.0,64.0,800.0,32.0,18.4,1008.4,14.9,0.0,WNW,2.8,Aotizhongxin
22056.0,2015,9,5,23,22.0,22.0,2.0,64.0,700.0,29.0,18.7,1008.4,14.6,0.0,NNW,1.1,Aotizhongxin
22057.0,2015,9,6,0,18.0,18.0,2.0,44.0,600.0,50.0,18.9,1008.4,14.4,0.0,NW,2.0,Aotizhongxin
22058.0,2015,9,6,1,14.0,14.0,2.0,32.0,600.0,61.0,18.8,1008.5,14.7,0.0,NNW,1.6,Aotizhongxin
22059.0,2015,9,6,2,11.0,11.0,2.0,32.0,400.0,60.0,18.1,1008.5,15.0,0.0,NE,0.8,Aotizhongxin
22060.0,2015,9,6,3,13.0,15.0,2.0,32.0,400.0,54.0,18.2,1008.7,14.9,0.0,NNE,1.0,Aotizhongxin
22061.0,2015,9,6,4,13.0,13.0,2.0,26.0,400.0,86.8,17.7,1008.9,15.3,0.0,NE,1.0,Aotizhongxin
22062.0,2015,9,6,5,13.0,13.0,2.0,25.0,400.0,58.0,17.9,1009.0,15.5,0.0,NNE,0.7,Aotizhongxin
22063.0,2015,9,6,6,12.0,14.0,2.0,38.0,500.0,40.0,17.3,1009.5,15.6,0.0,ENE,1.0,Aotizhongxin
22064.0,2015,9,6,7,13.0,25.0,2.0,47.0,500.0,27.0,18.6,1010.0,15.8,0.0,NNW,0.6,Aotizhongxin
22065.0,2015,9,6,8,15.0,30.0,2.0,45.0,600.0,26.0,20.2,1010.4,16.2,0.0,NNW,1.1,Aotizhongxin
22066.0,2015,9,6,9,15.0,21.0,2.0,26.0,600.0,46.0,22.7,1010.6,16.0,0.0,NNE,2.0,Aotizhongxin
22067.0,2015,9,6,10,16.0,27.0,2.0,23.0,500.0,59.0,23.7,1010.8,16.2,0.0,NNE,1.7,Aotizhongxin
22068.0,2015,9,6,11,16.0,25.0,2.0,21.0,500.0,78.0,24.6,1010.3,15.2,0.0,NE,1.4,Aotizhongxin
22069.0,2015,9,6,12,15.0,28.0,2.0,19.0,600.0,99.0,25.9,1009.7,14.7,0.0,WSW,1.7,Aotizhongxin
22070.0,2015,9,6,13,17.0,23.0,2.0,22.0,600.0,111.0,26.2,1009.3,14.0,0.0,WSW,2.5,Aotizhongxin
22071.0,2015,9,6,14,18.0,19.0,2.0,16.0,500.0,129.0,26.9,1008.9,13.6,0.0,NW,2.1,Aotizhongxin
22072.0,2015,9,6,15,15.0,15.0,2.0,15.0,400.0,133.0,27.4,1008.4,13.0,0.0,WSW,2.2,Aotizhongxin
22073.0,2015,9,6,16,14.0,19.0,2.0,20.0,400.0,134.0,27.6,1007.9,11.6,0.0,WSW,1.9,Aotizhongxin
22074.0,2015,9,6,17,12.0,18.0,2.0,22.0,400.0,128.0,27.8,1007.9,11.8,0.0,WSW,1.2,Aotizhongxin
22075.0,2015,9,6,18,17.0,28.0,2.0,30.0,500.0,125.0,26.7,1007.8,12.7,0.0,WSW,1.3,Aotizhongxin
22076.0,2015,9,6,19,17.0,44.0,2.0,48.0,500.0,112.0,24.7,1007.8,13.3,0.0,W,1.5,Aotizhongxin
22077.0,2015,9,6,20,23.0,65.0,2.0,69.0,700.0,88.0,23.5,1008.3,14.8,0.0,WSW,1.5,Aotizhongxin
22078.0,2015,9,6,21,29.0,67.0,2.0,81.0,800.0,67.0,23.2,1008.7,13.9,0.0,WSW,1.8,Aotizhongxin
22079.0,2015,9,6,22,26.0,68.0,2.0,92.0,900.0,43.0,22.5,1008.8,14.9,0.0,WSW,1.4,Aotizhongxin
22080.0,2015,9,6,23,28.0,75.0,2.0,107.0,900.0,17.0,20.6,1008.5,15.6,0.0,W,1.0,Aotizhongxin
22081.0,2015,9,7,0,30.0,72.0,2.0,103.0,900.0,9.0,19.2,1008.6,16.6,0.0,W,1.1,Aotizhongxin
22082.0,2015,9,7,1,31.0,68.0,2.0,102.0,1000.0,2.0,18.1,1009.0,16.6,0.0,ESE,0.4,Aotizhongxin
22083.0,2015,9,7,2,29.0,54.0,2.0,85.0,800.0,2.0,17.4,1008.8,16.3,0.0,ESE,0.8,Aotizhongxin
22084.0,2015,9,7,3,27.0,47.0,2.0,77.0,800.0,2.0,17.0,1008.9,16.0,0.0,E,0.7,Aotizhongxin
22085.0,2015,9,7,4,24.0,35.0,2.0,74.0,600.0,2.0,16.5,1009.3,15.9,0.0,ENE,0.4,Aotizhongxin
22086.0,2015,9,7,5,28.0,46.0,2.0,62.0,600.0,8.0,16.7,1009.6,16.2,0.0,NE,0.8,Aotizhongxin
22087.0,2015,9,7,6,21.0,26.0,2.0,42.0,400.0,20.0,16.4,1009.8,15.8,0.0,E,0.8,Aotizhongxin
22088.0,2015,9,7,7,20.0,33.0,2.0,41.0,500.0,21.0,18.7,1010.3,15.9,0.0,ENE,1.1,Aotizhongxin
22089.0,2015,9,7,8,20.0,37.0,2.0,46.0,600.0,22.0,20.7,1010.3,15.9,0.0,NE,1.3,Aotizhongxin
22090.0,2015,9,7,9,22.0,42.0,2.0,50.0,700.0,28.0,22.4,1010.3,15.0,0.0,NNE,2.0,Aotizhongxin
22091.0,2015,9,7,10,17.0,39.0,2.0,48.0,700.0,41.0,24.4,1010.1,16.4,0.0,ESE,0.7,Aotizhongxin
22092.0,2015,9,7,11,21.0,44.0,2.0,47.0,700.0,58.0,25.9,1009.6,15.3,0.0,W,1.0,Aotizhongxin
22093.0,2015,9,7,12,20.0,23.0,2.0,34.0,700.0,95.0,27.2,1008.8,15.6,0.0,SSE,1.9,Aotizhongxin
22094.0,2015,9,7,13,22.0,29.0,2.0,34.0,700.0,118.0,27.7,1008.4,14.7,0.0,WSW,1.9,Aotizhongxin
22095.0,2015,9,7,14,21.0,32.0,2.0,25.0,600.0,144.0,28.5,1008.4,14.0,0.0,WNW,1.8,Aotizhongxin
22096.0,2015,9,7,15,21.0,46.0,2.0,23.0,500.0,173.0,28.7,1008.1,14.9,0.0,WSW,2.3,Aotizhongxin
22097.0,2015,9,7,16,24.0,32.0,2.0,20.0,500.0,177.0,28.7,1007.9,13.8,0.0,S,1.8,Aotizhongxin
22098.0,2015,9,7,17,17.0,32.0,2.0,22.0,500.0,161.0,28.0,1008.1,14.3,0.0,S,2.3,Aotizhongxin
22099.0,2015,9,7,18,18.0,44.0,2.0,30.0,500.0,145.0,26.9,1008.1,14.6,0.0,SSW,3.1,Aotizhongxin
22100.0,2015,9,7,19,22.0,55.0,2.0,35.0,700.0,140.0,25.8,1008.3,14.6,0.0,SSW,2.3,Aotizhongxin
22101.0,2015,9,7,20,26.0,63.0,2.0,41.0,700.0,141.0,25.3,1009.2,12.8,0.0,SW,2.2,Aotizhongxin
22102.0,2015,9,7,21,30.0,60.0,3.0,45.0,800.0,121.0,24.3,1009.7,12.9,0.0,S,1.3,Aotizhongxin
22103.0,2015,9,7,22,26.0,65.0,3.0,50.0,700.0,110.0,24.1,1009.8,13.3,0.0,SSW,1.4,Aotizhongxin
22104.0,2015,9,7,23,34.0,75.0,5.0,55.0,800.0,100.0,23.1,1009.8,14.1,0.0,SSW,0.9,Aotizhongxin
22105.0,2015,9,8,0,40.0,85.0,5.0,56.0,800.0,97.0,20.4,1009.8,15.4,0.0,SSE,0.7,Aotizhongxin
22106.0,2015,9,8,1,48.0,115.0,6.0,65.0,900.0,78.0,19.1,1009.9,16.1,0.0,SSE,0.4,Aotizhongxin
22107.0,2015,9,8,2,53.0,124.0,3.0,84.0,900.0,46.0,18.3,1009.9,16.1,0.0,SW,0.2,Aotizhongxin
22108.0,2015,9,8,3,58.0,214.0,2.0,107.0,900.0,9.0,17.5,1009.9,16.0,0.0,ESE,0.9,Aotizhongxin
22109.0,2015,9,8,4,52.0,112.0,2.0,97.0,1000.0,43.8,17.1,1010.1,16.0,0.0,SW,0.1,Aotizhongxin
22110.0,2015,9,8,5,54.0,93.0,2.0,111.0,1200.0,2.0,16.9,1010.4,15.8,0.0,NE,0.8,Aotizhongxin
22111.0,2015,9,8,6,60.0,91.0,2.0,108.0,1200.0,2.0,16.7,1010.9,16.1,0.0,NNE,1.1,Aotizhongxin
22112.0,2015,9,8,7,59.0,106.0,2.0,96.0,1200.0,2.0,18.6,1011.4,16.7,0.0,NE,1.1,Aotizhongxin
22113.0,2015,9,8,8,63.0,85.0,2.0,89.0,1100.0,9.0,20.5,1011.3,16.7,0.0,ENE,1.1,Aotizhongxin
22114.0,2015,9,8,9,65.0,95.0,2.0,80.0,1100.0,28.0,22.2,1011.2,17.1,0.0,ENE,1.7,Aotizhongxin
22115.0,2015,9,8,10,71.0,106.0,2.0,83.0,1100.0,48.0,23.9,1011.5,17.4,0.0,ENE,1.1,Aotizhongxin
22116.0,2015,9,8,11,76.0,84.0,5.0,84.0,1100.0,86.0,25.8,1011.0,16.4,0.0,S,1.7,Aotizhongxin
22117.0,2015,9,8,12,59.0,59.0,15.0,67.0,1000.0,136.0,26.7,1010.8,12.7,0.0,WSW,3.7,Aotizhongxin
22118.0,2015,9,8,13,35.0,41.0,12.0,28.0,600.0,179.0,26.2,1010.4,11.9,0.0,WSW,2.6,Aotizhongxin
22119.0,2015,9,8,14,30.0,43.0,7.0,21.0,600.0,185.0,27.4,1010.3,11.4,0.0,SSW,2.0,Aotizhongxin
22120.0,2015,9,8,15,30.0,41.0,7.0,24.0,600.0,182.0,26.2,1010.2,11.1,0.0,SSW,2.3,Aotizhongxin
22121.0,2015,9,8,16,30.0,59.0,7.0,31.0,600.0,181.0,25.8,1010.1,11.5,0.0,SW,2.1,Aotizhongxin
22122.0,2015,9,8,17,39.0,78.0,9.0,41.0,700.0,183.0,25.4,1010.2,12.3,0.0,S,1.4,Aotizhongxin
22123.0,2015,9,8,18,46.0,98.0,10.0,50.0,800.0,181.0,25.0,1010.6,13.5,0.0,SSE,0.9,Aotizhongxin
22124.0,2015,9,8,19,53.0,95.0,12.0,53.0,800.0,180.0,23.1,1010.7,15.2,0.0,ESE,1.2,Aotizhongxin
22125.0,2015,9,8,20,58.0,114.0,10.0,78.0,1000.0,138.0,22.8,1011.5,15.6,0.0,SSE,0.8,Aotizhongxin
22126.0,2015,9,8,21,74.0,130.0,9.0,78.0,1200.0,128.0,22.1,1012.0,16.4,0.0,SSE,0.5,Aotizhongxin
22127.0,2015,9,8,22,74.0,132.0,8.0,79.0,1200.0,128.0,21.3,1012.6,16.9,0.0,NE,0.3,Aotizhongxin
22128.0,2015,9,8,23,69.0,142.0,5.0,77.0,1300.0,113.0,20.6,1012.5,17.0,0.0,ESE,0.8,Aotizhongxin
22129.0,2015,9,9,0,87.0,165.0,4.0,152.0,1700.0,31.0,21.4,1012.8,16.4,0.0,NE,1.1,Aotizhongxin
22130.0,2015,9,9,1,76.0,128.0,3.0,155.0,1400.0,4.0,20.2,1012.7,17.6,0.0,ESE,0.8,Aotizhongxin
22131.0,2015,9,9,2,68.0,105.0,3.0,132.0,1100.0,13.0,20.1,1012.7,17.7,0.0,ENE,0.8,Aotizhongxin
22132.0,2015,9,9,3,67.0,92.0,2.0,124.0,1000.0,18.0,20.4,1012.8,16.0,0.0,ENE,1.3,Aotizhongxin
22133.0,2015,9,9,4,62.0,89.0,2.0,104.0,1000.0,32.0,20.5,1012.8,15.5,0.0,ENE,1.2,Aotizhongxin
22134.0,2015,9,9,5,61.0,73.0,2.0,80.0,900.0,54.0,19.8,1013.2,15.9,0.0,E,0.7,Aotizhongxin
22135.0,2015,9,9,6,50.0,58.0,2.0,44.0,700.0,89.0,19.6,1013.7,15.7,0.0,NNE,1.0,Aotizhongxin
22136.0,2015,9,9,7,47.0,67.0,2.0,64.0,800.0,68.0,20.5,1014.2,14.6,0.0,N,1.6,Aotizhongxin
22137.0,2015,9,9,8,58.0,90.0,2.0,100.0,1000.0,29.0,21.3,1014.8,14.2,0.0,N,1.5,Aotizhongxin
22138.0,2015,9,9,9,60.0,90.0,2.0,101.0,1100.0,29.0,22.0,1015.4,15.4,0.0,NNE,1.4,Aotizhongxin
22139.0,2015,9,9,10,56.0,90.0,2.0,85.0,1100.0,32.0,23.1,1015.7,15.9,0.0,N,1.6,Aotizhongxin
22140.0,2015,9,9,11,47.0,87.0,3.0,68.0,1100.0,41.0,24.2,1015.6,15.7,0.0,N,2.5,Aotizhongxin
22141.0,2015,9,9,12,38.0,50.0,2.0,45.0,900.0,74.0,24.6,1015.4,15.0,0.0,ENE,2.6,Aotizhongxin
22142.0,2015,9,9,13,27.0,27.0,2.0,25.0,600.0,105.0,25.3,1014.9,16.2,0.0,ENE,1.8,Aotizhongxin
22143.0,2015,9,9,14,20.0,28.0,2.0,19.0,600.0,114.0,24.8,1015.2,15.7,0.0,NE,2.2,Aotizhongxin
22144.0,2015,9,9,15,19.0,32.0,2.0,26.0,600.0,94.0,24.0,1015.2,15.8,0.0,ENE,2.4,Aotizhongxin
22145.0,2015,9,9,16,18.0,29.0,2.0,24.0,500.0,85.0,23.3,1015.4,15.1,0.0,NE,2.6,Aotizhongxin
22146.0,2015,9,9,17,13.0,24.0,2.0,27.0,500.0,69.0,22.5,1015.8,14.9,0.0,NE,2.6,Aotizhongxin
22147.0,2015,9,9,18,11.0,21.0,2.0,29.0,500.0,57.0,21.9,1016.4,14.5,0.0,NE,1.9,Aotizhongxin
22148.0,2015,9,9,19,10.0,24.0,2.0,34.0,400.0,45.0,21.4,1016.7,14.3,0.0,NE,1.9,Aotizhongxin
22149.0,2015,9,9,20,13.0,27.0,2.0,38.0,500.0,36.0,21.0,1017.5,13.9,0.0,NE,2.3,Aotizhongxin
22150.0,2015,9,9,21,9.0,24.0,2.0,33.0,400.0,35.0,20.7,1018.3,13.6,0.0,NNE,2.2,Aotizhongxin
22151.0,2015,9,9,22,9.0,15.0,2.0,34.0,500.0,32.0,19.3,1018.3,14.1,0.1,NNE,2.1,Aotizhongxin
22152.0,2015,9,9,23,11.0,11.0,2.0,38.0,500.0,28.0,19.3,1018.4,14.1,0.0,ESE,0.9,Aotizhongxin
22153.0,2015,9,10,0,8.0,8.0,2.0,27.0,400.0,44.0,19.7,1018.5,12.5,0.0,NNE,1.5,Aotizhongxin
22154.0,2015,9,10,1,9.0,9.0,2.0,39.0,400.0,34.0,19.6,1018.2,12.1,0.0,NE,1.5,Aotizhongxin
22155.0,2015,9,10,2,6.0,6.0,3.0,39.0,300.0,32.0,19.3,1018.1,12.6,0.0,ENE,0.8,Aotizhongxin
22156.0,2015,9,10,3,6.0,6.0,3.0,29.0,300.0,40.0,19.4,1018.2,11.4,0.0,ENE,1.0,Aotizhongxin
22157.0,2015,9,10,4,4.0,8.0,3.0,29.0,300.0,33.0,19.0,1018.2,12.3,0.0,NE,0.5,Aotizhongxin
22158.0,2015,9,10,5,9.0,14.0,3.0,34.0,300.0,27.0,18.9,1018.0,12.2,0.0,ENE,1.0,Aotizhongxin
22159.0,2015,9,10,6,10.0,18.0,3.0,37.0,300.0,23.0,19.0,1018.1,11.1,0.0,N,1.7,Aotizhongxin
22160.0,2015,9,10,7,7.0,35.0,2.0,41.0,300.0,16.0,17.3,1018.3,14.2,0.4,E,0.9,Aotizhongxin
22161.0,2015,9,10,8,9.0,10.0,2.0,50.0,400.0,6.0,17.5,1018.2,13.2,0.0,NNE,1.3,Aotizhongxin
22162.0,2015,9,10,9,11.0,22.0,3.0,46.0,500.0,9.0,18.1,1017.9,12.5,0.0,N,2.5,Aotizhongxin
22163.0,2015,9,10,10,11.0,31.0,2.0,48.0,600.0,9.0,18.0,1018.2,14.5,0.2,NNW,1.7,Aotizhongxin
22164.0,2015,9,10,11,9.0,17.0,2.0,48.0,600.0,18.0,17.8,1018.5,13.7,0.1,NNW,2.6,Aotizhongxin
22165.0,2015,9,10,12,9.0,9.0,2.0,36.0,600.0,37.0,16.7,1019.2,13.4,0.7,NW,2.5,Aotizhongxin
22166.0,2015,9,10,13,10.0,16.0,2.0,40.0,500.0,31.0,16.6,1018.5,12.7,0.6,NW,2.0,Aotizhongxin
22167.0,2015,9,10,14,8.0,10.0,2.0,42.0,700.0,33.0,16.6,1017.8,11.9,0.4,NNW,1.9,Aotizhongxin
22168.0,2015,9,10,15,12.0,12.0,2.0,39.0,500.0,38.0,16.5,1016.8,12.1,0.0,NNW,2.3,Aotizhongxin
22169.0,2015,9,10,16,12.0,12.0,2.0,45.0,400.0,33.0,16.2,1016.3,12.7,0.0,NW,1.9,Aotizhongxin
22170.0,2015,9,10,17,8.0,8.0,2.0,49.0,500.0,33.0,15.9,1015.9,12.1,0.6,NW,2.4,Aotizhongxin
22171.0,2015,9,10,18,13.0,13.0,2.0,48.0,600.0,41.0,14.7,1016.1,11.5,0.9,NW,3.1,Aotizhongxin
22172.0,2015,9,10,19,10.0,13.0,2.0,50.0,600.0,30.0,14.0,1015.9,11.3,1.2,NNW,2.3,Aotizhongxin
22173.0,2015,9,10,20,16.0,16.0,2.0,51.0,600.0,30.0,13.7,1016.6,11.6,1.5,NNW,2.4,Aotizhongxin
22174.0,2015,9,10,21,9.0,9.0,2.0,39.0,500.0,51.0,13.9,1016.6,11.6,0.3,NW,2.1,Aotizhongxin
22175.0,2015,9,10,22,7.0,7.0,2.0,43.0,400.0,47.0,14.1,1016.2,12.0,0.0,NE,1.6,Aotizhongxin
22176.0,2015,9,10,23,9.0,9.0,2.0,47.0,400.0,36.0,14.3,1015.7,11.4,0.0,NNE,1.3,Aotizhongxin
22177.0,2015,9,11,0,9.0,9.0,2.0,44.0,300.0,37.0,13.9,1015.2,10.7,0.1,NNE,1.2,Aotizhongxin
22178.0,2015,9,11,1,8.0,8.0,2.0,39.0,300.0,43.0,13.8,1014.6,11.7,0.1,WNW,1.2,Aotizhongxin
22179.0,2015,9,11,2,10.0,10.0,2.0,49.0,400.0,31.0,13.8,1013.9,11.1,0.0,WNW,1.6,Aotizhongxin
22180.0,2015,9,11,3,12.0,12.0,2.0,57.0,300.0,25.0,14.2,1013.8,10.8,0.0,WNW,1.7,Aotizhongxin
22181.0,2015,9,11,4,10.0,10.0,2.0,43.0,300.0,36.0,14.6,1013.4,10.8,0.0,NNW,0.9,Aotizhongxin
22182.0,2015,9,11,5,8.0,8.0,2.0,38.0,300.0,37.0,14.6,1013.1,11.0,0.0,WNW,1.6,Aotizhongxin
22183.0,2015,9,11,6,7.0,7.0,2.0,36.0,300.0,40.0,14.8,1013.2,11.0,0.0,N,0.8,Aotizhongxin
22184.0,2015,9,11,7,8.0,10.0,3.0,42.0,400.0,32.0,14.9,1013.3,11.1,0.0,WNW,1.2,Aotizhongxin
22185.0,2015,9,11,8,9.0,9.0,3.0,48.0,400.0,30.0,16.5,1013.2,10.6,0.0,NNW,2.0,Aotizhongxin
22186.0,2015,9,11,9,9.0,15.0,3.0,42.0,400.0,36.0,17.5,1013.0,10.6,0.0,NNE,2.3,Aotizhongxin
22187.0,2015,9,11,10,6.0,6.0,3.0,27.0,300.0,54.0,19.3,1012.9,10.8,0.0,NNE,2.5,Aotizhongxin
22188.0,2015,9,11,11,6.0,7.0,4.0,18.0,400.0,63.0,19.6,1012.4,10.0,0.0,NNW,3.7,Aotizhongxin
22189.0,2015,9,11,12,7.0,7.0,5.0,16.0,400.0,69.0,20.6,1011.8,10.7,0.0,NNE,2.2,Aotizhongxin
22190.0,2015,9,11,13,6.2,10.0,4.0,14.0,400.0,76.0,21.1,1011.3,9.7,0.0,N,3.0,Aotizhongxin
22191.0,2015,9,11,14,5.4,6.0,3.0,14.0,300.0,78.0,21.9,1010.7,9.1,0.0,N,2.3,Aotizhongxin
22192.0,2015,9,11,15,3.0,5.0,2.0,12.0,300.0,84.0,22.1,1010.1,10.6,0.0,E,2.0,Aotizhongxin
22193.0,2015,9,11,16,4.0,7.0,2.0,18.0,300.0,83.0,22.8,1009.2,10.2,0.0,SSW,1.0,Aotizhongxin
22194.0,2015,9,11,17,8.0,9.0,2.0,23.0,300.0,83.0,22.9,1009.1,10.0,0.0,S,0.8,Aotizhongxin
22195.0,2015,9,11,18,9.0,25.0,3.0,49.0,500.0,62.0,20.7,1009.0,10.8,0.0,SE,1.2,Aotizhongxin
22196.0,2015,9,11,19,23.0,66.0,2.0,61.0,500.0,49.0,15.8,1011.2,12.0,3.8,N,4.4,Aotizhongxin
22197.0,2015,9,11,20,13.0,40.0,2.0,56.0,500.0,39.0,14.8,1010.9,13.5,1.7,W,1.8,Aotizhongxin
22198.0,2015,9,11,21,11.0,36.0,2.0,73.0,700.0,18.0,15.6,1011.7,13.3,0.0,WNW,1.9,Aotizhongxin
22199.0,2015,9,11,22,17.0,29.0,2.0,83.0,800.0,5.0,15.9,1011.8,11.7,0.0,WNW,1.8,Aotizhongxin
22200.0,2015,9,11,23,20.0,26.0,2.0,85.0,900.0,2.0,16.0,1011.7,10.3,0.0,NW,1.4,Aotizhongxin
22201.0,2015,9,12,0,12.0,12.0,2.0,76.0,600.0,9.0,16.4,1011.6,9.1,0.0,WNW,3.0,Aotizhongxin
22202.0,2015,9,12,1,7.0,7.0,3.0,50.0,400.0,34.0,17.0,1012.3,7.6,0.0,NW,3.4,Aotizhongxin
